Sl.No,Transaction ID,Product,Price/Unit,Quantity,Total Spent,Payment Method,Purchase_Mode,Transaction Date,Discount Applied,Transaction_Month_Name,Transaction Day,Transaction Quarter,Revenue,Avg_Spend/Unit,Top sales,Bulk Order,Product Price Band
9503,TXN_3970556,Food,26.0,9.0,234.0,Credit Card,Online,2023-10-04,Unknown,October,Wednesday,4,High,26.0,1,0,Medium
9504,TXN_7070493,Computers and electric accessories,11.0,6.0,66.0,Digital Wallet,In-store,2024-08-06,True,August,Tuesday,3,Low,11.0,0,0,Low
9505,TXN_2633088,Beverages,6.5,7.0,45.5,Cash,In-store,2023-03-06,True,March,Monday,1,Low,6.5,0,0,Low
9506,TXN_5092009,Electric household essentials,29.0,1.0,29.0,Digital Wallet,Online,2024-08-18,Unknown,August,Sunday,3,Low,29.0,0,0,Medium
9507,TXN_4161105,Beverages,8.0,4.0,32.0,Digital Wallet,In-store,2024-12-17,Unknown,December,Tuesday,4,Low,8.0,0,0,Low
9508,TXN_6835888,Furniture,33.5,6.0,201.0,Digital Wallet,Online,2022-10-04,True,October,Tuesday,4,High,33.5,1,0,High
9509,TXN_3271903,Food,33.5,3.0,100.5,Credit Card,In-store,2024-03-07,True,March,Thursday,1,Medium,33.5,0,0,High
9510,TXN_2894385,Electric household essentials,15.5,8.0,124.0,Digital Wallet,In-store,2024-04-28,False,April,Sunday,2,Medium,15.5,0,0,Low
9511,TXN_8328068,Milk Products,12.5,1.0,12.5,Digital Wallet,In-store,2023-04-26,False,April,Wednesday,2,Low,12.5,0,0,Low
9512,TXN_8984050,Electric household essentials,41.0,6.0,246.0,Digital Wallet,Online,2023-07-21,True,July,Friday,3,High,41.0,1,0,High
9513,TXN_2582622,Patisserie,29.0,3.0,87.0,Cash,In-store,2022-01-09,Unknown,January,Sunday,1,Medium,29.0,0,0,Medium
9514,TXN_9239185,Milk Products,33.5,7.0,234.5,Cash,Online,2023-04-10,True,April,Monday,2,High,33.5,1,0,High
9515,TXN_9805058,Butchers,23.0,7.0,161.0,Cash,In-store,2024-06-24,Unknown,June,Monday,2,High,23.0,0,0,Medium
9516,TXN_5939026,Furniture,12.5,6.0,75.0,Digital Wallet,In-store,2024-07-01,False,July,Monday,3,Medium,12.5,0,0,Low
9517,TXN_6077319,Beverages,20.0,3.0,60.0,Credit Card,Online,2024-06-05,False,June,Wednesday,2,Low,20.0,0,0,Medium
9518,TXN_5624556,Electric household essentials,41.0,4.0,164.0,Cash,Online,2023-08-22,Unknown,August,Tuesday,3,High,41.0,0,0,High
9519,TXN_2459628,Food,20.0,8.0,160.0,Credit Card,In-store,2024-03-07,False,March,Thursday,1,Medium,20.0,0,0,Medium
9520,TXN_5761154,Butchers,15.5,3.0,46.5,Credit Card,Online,2023-02-26,True,February,Sunday,1,Low,15.5,0,0,Low
9521,TXN_3893429,Furniture,24.5,9.0,220.5,Digital Wallet,In-store,2023-12-17,Unknown,December,Sunday,4,High,24.5,1,0,Medium
9522,TXN_5106214,Food,29.0,9.0,261.0,Cash,In-store,2024-12-30,False,December,Monday,4,High,29.0,1,0,Medium
9523,TXN_1910146,Milk Products,21.5,7.0,150.5,Credit Card,In-store,2022-12-03,True,December,Saturday,4,Medium,21.5,0,0,Medium
9524,TXN_6287862,Food,20.0,1.0,20.0,Credit Card,In-store,2024-09-07,True,September,Saturday,3,Low,20.0,0,0,Medium
9525,TXN_2260125,Butchers,35.0,6.0,210.0,Credit Card,Online,2024-08-07,Unknown,August,Wednesday,3,High,35.0,1,0,High
9526,TXN_1389066,Milk Products,38.0,5.0,190.0,Digital Wallet,Online,2024-05-06,True,May,Monday,2,High,38.0,0,0,High
9527,TXN_6548842,Electric household essentials,12.5,3.0,37.5,Cash,Online,2022-06-01,True,June,Wednesday,2,Low,12.5,0,0,Low
9528,TXN_1995025,Beverages,29.0,9.0,261.0,Cash,Online,2022-07-10,True,July,Sunday,3,High,29.0,1,0,Medium
9529,TXN_3226837,Milk Products,12.5,7.0,87.5,Cash,In-store,2023-08-20,False,August,Sunday,3,Medium,12.5,0,0,Low
9530,TXN_8799154,Electric household essentials,33.5,8.0,268.0,Cash,In-store,2023-10-10,True,October,Tuesday,4,High,33.5,1,0,High
9531,TXN_3175190,Milk Products,36.5,7.0,255.5,Cash,In-store,2022-03-16,True,March,Wednesday,1,High,36.5,1,0,High
9532,TXN_3968183,Computers and electric accessories,35.0,3.0,105.0,Credit Card,In-store,2022-04-10,True,April,Sunday,2,Medium,35.0,0,0,High
9533,TXN_5410939,Food,8.0,7.0,56.0,Credit Card,In-store,2024-10-26,False,October,Saturday,4,Low,8.0,0,0,Low
9534,TXN_6345102,Food,23.0,6.0,138.0,Cash,Online,2022-12-20,Unknown,December,Tuesday,4,Medium,23.0,0,0,Medium
9535,TXN_4523627,Patisserie,17.0,8.0,136.0,Credit Card,Online,2022-12-27,True,December,Tuesday,4,Medium,17.0,0,0,Low
9536,TXN_2640121,Furniture,35.0,6.0,210.0,Digital Wallet,Online,2022-12-10,False,December,Saturday,4,High,35.0,1,0,High
9537,TXN_1869739,Computers and electric accessories,26.0,8.0,208.0,Digital Wallet,In-store,2024-12-16,False,December,Monday,4,High,26.0,1,0,Medium
9538,TXN_5926411,Furniture,41.0,3.0,123.0,Credit Card,In-store,2024-12-26,False,December,Thursday,4,Medium,41.0,0,0,High
9539,TXN_8310973,Milk Products,5.0,3.0,15.0,Credit Card,In-store,2024-04-22,True,April,Monday,2,Low,5.0,0,0,Low
9540,TXN_7664369,Furniture,15.5,3.0,46.5,Cash,Online,2022-09-17,Unknown,September,Saturday,3,Low,15.5,0,0,Low
9541,TXN_8095536,Computers and electric accessories,20.0,4.0,80.0,Credit Card,Online,2024-08-28,False,August,Wednesday,3,Medium,20.0,0,0,Medium
9542,TXN_7487450,Computers and electric accessories,29.0,3.0,87.0,Cash,In-store,2022-03-12,False,March,Saturday,1,Medium,29.0,0,0,Medium
9543,TXN_4183289,Milk Products,9.5,1.0,9.5,Credit Card,In-store,2022-11-22,True,November,Tuesday,4,Low,9.5,0,0,Low
9544,TXN_3047486,Milk Products,14.0,3.0,42.0,Credit Card,Online,2025-01-13,False,January,Monday,1,Low,14.0,0,0,Low
9545,TXN_4726526,Food,33.5,8.0,268.0,Credit Card,Online,2024-05-02,False,May,Thursday,2,High,33.5,1,0,High
9546,TXN_8354569,Computers and electric accessories,27.5,10.0,275.0,Cash,Online,2022-04-14,Unknown,April,Thursday,2,High,27.5,1,0,Medium
9547,TXN_2595446,Milk Products,29.0,10.0,290.0,Digital Wallet,In-store,2024-12-03,Unknown,December,Tuesday,4,High,29.0,1,0,Medium
9548,TXN_3555481,Butchers,30.5,1.0,30.5,Digital Wallet,In-store,2024-03-09,False,March,Saturday,1,Low,30.5,0,0,High
9549,TXN_9595549,Butchers,26.0,6.0,156.0,Digital Wallet,Online,2024-07-01,True,July,Monday,3,Medium,26.0,0,0,Medium
9550,TXN_8403668,Furniture,38.0,3.0,114.0,Credit Card,In-store,2024-04-27,False,April,Saturday,2,Medium,38.0,0,0,High
9551,TXN_5149243,Milk Products,32.0,9.0,288.0,Cash,Online,2024-10-31,False,October,Thursday,4,High,32.0,1,0,High
9552,TXN_1632221,Furniture,9.5,1.0,9.5,Credit Card,Online,2022-09-04,True,September,Sunday,3,Low,9.5,0,0,Low
9553,TXN_4684340,Butchers,26.0,10.0,260.0,Credit Card,Online,2022-01-30,False,January,Sunday,1,High,26.0,1,0,Medium
9554,TXN_4719168,Food,32.0,3.0,96.0,Credit Card,Online,2022-10-30,False,October,Sunday,4,Medium,32.0,0,0,High
9555,TXN_2592374,Electric household essentials,11.0,9.0,99.0,Cash,Online,2022-11-18,True,November,Friday,4,Medium,11.0,0,0,Low
9556,TXN_7421983,Patisserie,20.0,10.0,200.0,Credit Card,Online,2022-09-17,True,September,Saturday,3,High,20.0,1,0,Medium
9557,TXN_3143689,Food,29.0,8.0,232.0,Digital Wallet,In-store,2024-07-25,Unknown,July,Thursday,3,High,29.0,1,0,Medium
9558,TXN_5449047,Electric household essentials,29.0,2.0,58.0,Digital Wallet,In-store,2023-06-23,True,June,Friday,2,Low,29.0,0,0,Medium
9559,TXN_3445828,Milk Products,27.5,9.0,247.5,Credit Card,In-store,2024-12-17,False,December,Tuesday,4,High,27.5,1,0,Medium
9560,TXN_1127482,Furniture,24.5,7.0,171.5,Digital Wallet,Online,2023-10-16,Unknown,October,Monday,4,High,24.5,0,0,Medium
9561,TXN_8686018,Patisserie,23.0,8.0,184.0,Credit Card,Online,2024-07-29,False,July,Monday,3,High,23.0,0,0,Medium
9562,TXN_1570444,Butchers,30.5,7.0,213.5,Credit Card,In-store,2023-06-29,False,June,Thursday,2,High,30.5,1,0,High
9563,TXN_4487199,Butchers,6.5,5.0,32.5,Digital Wallet,In-store,2024-10-31,True,October,Thursday,4,Low,6.5,0,0,Low
9564,TXN_8838487,Milk Products,32.0,6.0,192.0,Cash,In-store,2024-12-30,False,December,Monday,4,High,32.0,0,0,High
9565,TXN_2727085,Food,21.5,3.0,64.5,Digital Wallet,In-store,2024-08-09,False,August,Friday,3,Low,21.5,0,0,Medium
9566,TXN_6992616,Food,35.0,5.0,175.0,Cash,Online,2023-09-06,Unknown,September,Wednesday,3,High,35.0,0,0,High
9567,TXN_4772413,Milk Products,33.5,6.0,201.0,Digital Wallet,Online,2023-05-13,Unknown,May,Saturday,2,High,33.5,1,0,High
9568,TXN_6944260,Computers and electric accessories,32.0,8.0,256.0,Cash,Online,2023-02-03,True,February,Friday,1,High,32.0,1,0,High
9569,TXN_5907338,Beverages,38.0,9.0,342.0,Cash,In-store,2025-01-18,True,January,Saturday,1,High,38.0,1,0,High
9570,TXN_9110765,Computers and electric accessories,24.5,1.0,24.5,Cash,In-store,2023-08-14,True,August,Monday,3,Low,24.5,0,0,Medium
9571,TXN_8831425,Butchers,23.0,3.0,69.0,Credit Card,In-store,2023-09-08,True,September,Friday,3,Low,23.0,0,0,Medium
9572,TXN_9860184,Butchers,6.5,1.0,6.5,Credit Card,In-store,2022-04-21,Unknown,April,Thursday,2,Low,6.5,0,0,Low
9573,TXN_3501915,Electric household essentials,15.5,9.0,139.5,Credit Card,In-store,2025-01-03,True,January,Friday,1,Medium,15.5,0,0,Low
9574,TXN_2790270,Computers and electric accessories,6.5,8.0,52.0,Credit Card,Online,2022-03-08,False,March,Tuesday,1,Low,6.5,0,0,Low
9575,TXN_9018335,Patisserie,17.0,6.0,102.0,Credit Card,In-store,2022-08-29,Unknown,August,Monday,3,Medium,17.0,0,0,Low
9576,TXN_1034189,Beverages,27.5,2.0,55.0,Cash,In-store,2022-02-08,True,February,Tuesday,1,Low,27.5,0,0,Medium
9577,TXN_6026881,Food,21.5,8.0,172.0,Cash,In-store,2024-06-02,False,June,Sunday,2,High,21.5,0,0,Medium
9578,TXN_2705106,Food,14.0,10.0,140.0,Cash,In-store,2024-10-05,False,October,Saturday,4,Medium,14.0,0,0,Low
9579,TXN_9810444,Furniture,12.5,6.0,75.0,Cash,Online,2024-08-03,Unknown,August,Saturday,3,Medium,12.5,0,0,Low
9580,TXN_5806795,Milk Products,5.0,5.0,25.0,Cash,Online,2022-03-14,True,March,Monday,1,Low,5.0,0,0,Low
9581,TXN_9155538,Food,15.5,6.0,93.0,Credit Card,Online,2024-08-04,True,August,Sunday,3,Medium,15.5,0,0,Low
9582,TXN_6963310,Computers and electric accessories,18.5,2.0,37.0,Digital Wallet,Online,2024-01-08,False,January,Monday,1,Low,18.5,0,0,Low
9583,TXN_6468939,Beverages,26.0,6.0,156.0,Credit Card,Online,2023-07-22,Unknown,July,Saturday,3,Medium,26.0,0,0,Medium
9584,TXN_4219464,Food,9.5,4.0,38.0,Digital Wallet,In-store,2024-07-27,Unknown,July,Saturday,3,Low,9.5,0,0,Low
9585,TXN_2496641,Electric household essentials,32.0,10.0,320.0,Digital Wallet,Online,2022-01-14,Unknown,January,Friday,1,High,32.0,1,0,High
9586,TXN_2093784,Patisserie,15.5,5.0,77.5,Digital Wallet,In-store,2023-06-13,True,June,Tuesday,2,Medium,15.5,0,0,Low
9587,TXN_9499247,Computers and electric accessories,33.5,8.0,268.0,Cash,In-store,2023-01-09,True,January,Monday,1,High,33.5,1,0,High
9588,TXN_3471881,Patisserie,36.5,9.0,328.5,Credit Card,In-store,2024-04-04,Unknown,April,Thursday,2,High,36.5,1,0,High
9589,TXN_4461081,Electric household essentials,26.0,1.0,26.0,Digital Wallet,In-store,2022-07-31,False,July,Sunday,3,Low,26.0,0,0,Medium
9590,TXN_5231180,Beverages,14.0,9.0,126.0,Cash,Online,2024-05-10,False,May,Friday,2,Medium,14.0,0,0,Low
9591,TXN_3673613,Furniture,6.5,7.0,45.5,Credit Card,In-store,2022-08-17,Unknown,August,Wednesday,3,Low,6.5,0,0,Low
9592,TXN_3807303,Furniture,39.5,6.0,237.0,Credit Card,Online,2022-10-08,False,October,Saturday,4,High,39.5,1,0,High
9593,TXN_2770070,Electric household essentials,23.0,6.0,138.0,Digital Wallet,In-store,2022-06-10,Unknown,June,Friday,2,Medium,23.0,0,0,Medium
9594,TXN_7974643,Electric household essentials,11.0,8.0,88.0,Cash,In-store,2023-06-27,False,June,Tuesday,2,Medium,11.0,0,0,Low
9595,TXN_4763213,Butchers,21.5,5.0,107.5,Cash,In-store,2024-01-10,Unknown,January,Wednesday,1,Medium,21.5,0,0,Medium
9596,TXN_8516678,Beverages,38.0,1.0,38.0,Digital Wallet,In-store,2024-03-30,Unknown,March,Saturday,1,Low,38.0,0,0,High
9597,TXN_4783588,Food,39.5,1.0,39.5,Credit Card,In-store,2023-12-31,True,December,Sunday,4,Low,39.5,0,0,High
9598,TXN_1164547,Computers and electric accessories,36.5,7.0,255.5,Cash,Online,2023-12-09,False,December,Saturday,4,High,36.5,1,0,High
9599,TXN_4087929,Electric household essentials,29.0,4.0,116.0,Credit Card,Online,2022-10-30,Unknown,October,Sunday,4,Medium,29.0,0,0,Medium
9600,TXN_6087379,Milk Products,38.0,9.0,342.0,Cash,Online,2023-04-19,True,April,Wednesday,2,High,38.0,1,0,High
9601,TXN_7744516,Computers and electric accessories,23.0,10.0,230.0,Credit Card,In-store,2023-09-19,False,September,Tuesday,3,High,23.0,1,0,Medium
9602,TXN_3495027,Electric household essentials,38.0,2.0,76.0,Digital Wallet,In-store,2022-10-14,Unknown,October,Friday,4,Medium,38.0,0,0,High
9603,TXN_6214485,Computers and electric accessories,38.0,8.0,304.0,Cash,Online,2023-12-03,False,December,Sunday,4,High,38.0,1,0,High
9604,TXN_8912049,Butchers,27.5,5.0,137.5,Cash,In-store,2024-08-07,True,August,Wednesday,3,Medium,27.5,0,0,Medium
9605,TXN_9780053,Butchers,11.0,1.0,11.0,Digital Wallet,Online,2023-06-25,Unknown,June,Sunday,2,Low,11.0,0,0,Low
9606,TXN_6263189,Milk Products,20.0,10.0,200.0,Credit Card,In-store,2022-01-09,True,January,Sunday,1,High,20.0,1,0,Medium
9607,TXN_8944954,Butchers,26.0,1.0,26.0,Cash,Online,2023-10-27,False,October,Friday,4,Low,26.0,0,0,Medium
9608,TXN_2119863,Patisserie,23.0,10.0,230.0,Cash,Online,2024-12-24,True,December,Tuesday,4,High,23.0,1,0,Medium
9609,TXN_4752443,Computers and electric accessories,23.0,5.0,115.0,Digital Wallet,Online,2022-09-08,Unknown,September,Thursday,3,Medium,23.0,0,0,Medium
9610,TXN_6562777,Butchers,6.5,8.0,52.0,Credit Card,Online,2022-12-09,True,December,Friday,4,Low,6.5,0,0,Low
9611,TXN_4514680,Patisserie,9.5,6.0,57.0,Digital Wallet,In-store,2022-12-05,True,December,Monday,4,Low,9.5,0,0,Low
9612,TXN_3414423,Patisserie,17.0,1.0,17.0,Cash,Online,2022-12-02,True,December,Friday,4,Low,17.0,0,0,Low
9613,TXN_9856733,Patisserie,24.5,6.0,147.0,Credit Card,In-store,2023-03-15,True,March,Wednesday,1,Medium,24.5,0,0,Medium
9614,TXN_4979461,Electric household essentials,38.0,2.0,76.0,Cash,Online,2023-08-04,Unknown,August,Friday,3,Medium,38.0,0,0,High
9615,TXN_5217918,Patisserie,9.5,4.0,38.0,Digital Wallet,In-store,2023-08-01,Unknown,August,Tuesday,3,Low,9.5,0,0,Low
9616,TXN_1806675,Food,11.0,3.0,33.0,Credit Card,Online,2022-01-09,False,January,Sunday,1,Low,11.0,0,0,Low
9617,TXN_3133105,Electric household essentials,17.0,4.0,68.0,Cash,In-store,2022-03-05,True,March,Saturday,1,Low,17.0,0,0,Low
9618,TXN_9753727,Beverages,35.0,10.0,350.0,Credit Card,Online,2024-12-27,False,December,Friday,4,High,35.0,1,0,High
9619,TXN_2478592,Patisserie,29.0,10.0,290.0,Cash,In-store,2024-10-08,Unknown,October,Tuesday,4,High,29.0,1,0,Medium
9620,TXN_6760018,Electric household essentials,12.5,1.0,12.5,Digital Wallet,In-store,2024-12-10,Unknown,December,Tuesday,4,Low,12.5,0,0,Low
9621,TXN_3175369,Butchers,17.0,3.0,51.0,Cash,In-store,2022-04-05,True,April,Tuesday,2,Low,17.0,0,0,Low
9622,TXN_1291675,Computers and electric accessories,35.0,8.0,280.0,Credit Card,Online,2022-04-12,False,April,Tuesday,2,High,35.0,1,0,High
9623,TXN_5584015,Computers and electric accessories,5.0,6.0,30.0,Credit Card,In-store,2022-02-08,True,February,Tuesday,1,Low,5.0,0,0,Low
9624,TXN_2039959,Computers and electric accessories,27.5,8.0,220.0,Credit Card,Online,2023-03-07,False,March,Tuesday,1,High,27.5,1,0,Medium
9625,TXN_8747203,Butchers,9.5,6.0,57.0,Cash,Online,2022-10-16,False,October,Sunday,4,Low,9.5,0,0,Low
9626,TXN_2412802,Milk Products,27.5,3.0,82.5,Digital Wallet,Online,2023-05-20,True,May,Saturday,2,Medium,27.5,0,0,Medium
9627,TXN_9401576,Furniture,32.0,7.0,224.0,Credit Card,In-store,2023-01-01,True,January,Sunday,1,High,32.0,1,0,High
9628,TXN_9584772,Computers and electric accessories,6.5,3.0,19.5,Digital Wallet,Online,2023-12-03,False,December,Sunday,4,Low,6.5,0,0,Low
9629,TXN_4695386,Beverages,24.5,2.0,49.0,Digital Wallet,In-store,2024-10-01,Unknown,October,Tuesday,4,Low,24.5,0,0,Medium
9630,TXN_5675587,Food,30.5,10.0,305.0,Credit Card,Online,2022-12-13,False,December,Tuesday,4,High,30.5,1,0,High
9631,TXN_5250994,Food,23.0,3.0,69.0,Credit Card,Online,2022-08-28,False,August,Sunday,3,Low,23.0,0,0,Medium
9632,TXN_6162358,Butchers,14.0,10.0,140.0,Cash,Online,2022-07-04,False,July,Monday,3,Medium,14.0,0,0,Low
9633,TXN_8966314,Milk Products,30.5,6.0,183.0,Digital Wallet,Online,2023-04-14,True,April,Friday,2,High,30.5,0,0,High
9634,TXN_2908355,Milk Products,23.0,7.0,161.0,Digital Wallet,Online,2022-10-23,False,October,Sunday,4,High,23.0,0,0,Medium
9635,TXN_3789480,Food,41.0,6.0,246.0,Cash,Online,2022-10-10,False,October,Monday,4,High,41.0,1,0,High
9636,TXN_4486901,Beverages,33.5,4.0,134.0,Digital Wallet,Online,2022-11-30,Unknown,November,Wednesday,4,Medium,33.5,0,0,High
9637,TXN_4269120,Patisserie,24.5,1.0,24.5,Credit Card,In-store,2023-02-13,True,February,Monday,1,Low,24.5,0,0,Medium
9638,TXN_2893014,Furniture,12.5,9.0,112.5,Digital Wallet,Online,2023-06-29,True,June,Thursday,2,Medium,12.5,0,0,Low
9639,TXN_1041890,Furniture,27.5,6.0,165.0,Digital Wallet,Online,2022-07-02,False,July,Saturday,3,High,27.5,0,0,Medium
9640,TXN_9037382,Electric household essentials,15.5,2.0,31.0,Digital Wallet,Online,2023-03-29,True,March,Wednesday,1,Low,15.5,0,0,Low
9641,TXN_5906197,Food,33.5,5.0,167.5,Cash,Online,2023-03-04,Unknown,March,Saturday,1,High,33.5,0,0,High
9642,TXN_9023603,Milk Products,15.5,9.0,139.5,Credit Card,Online,2025-01-16,Unknown,January,Thursday,1,Medium,15.5,0,0,Low
9643,TXN_9495051,Electric household essentials,35.0,10.0,350.0,Credit Card,Online,2022-03-10,Unknown,March,Thursday,1,High,35.0,1,0,High
9644,TXN_7819259,Beverages,32.0,6.0,192.0,Digital Wallet,Online,2022-11-18,Unknown,November,Friday,4,High,32.0,0,0,High
9645,TXN_2334719,Patisserie,41.0,4.0,164.0,Credit Card,In-store,2024-05-19,False,May,Sunday,2,High,41.0,0,0,High
9646,TXN_2406868,Furniture,32.0,3.0,96.0,Digital Wallet,In-store,2023-07-12,False,July,Wednesday,3,Medium,32.0,0,0,High
9647,TXN_1511916,Furniture,39.5,10.0,395.0,Credit Card,In-store,2023-01-19,False,January,Thursday,1,High,39.5,1,0,High
9648,TXN_9759459,Patisserie,23.0,2.0,46.0,Credit Card,In-store,2022-01-07,True,January,Friday,1,Low,23.0,0,0,Medium
9649,TXN_7603860,Computers and electric accessories,21.5,8.0,172.0,Digital Wallet,In-store,2025-01-16,True,January,Thursday,1,High,21.5,0,0,Medium
9650,TXN_5372218,Electric household essentials,17.0,7.0,119.0,Credit Card,Online,2024-09-12,Unknown,September,Thursday,3,Medium,17.0,0,0,Low
9651,TXN_8994247,Patisserie,26.0,3.0,78.0,Digital Wallet,Online,2024-09-09,False,September,Monday,3,Medium,26.0,0,0,Medium
9652,TXN_5849928,Electric household essentials,41.0,1.0,41.0,Cash,In-store,2022-01-09,False,January,Sunday,1,Low,41.0,0,0,High
9653,TXN_8426341,Computers and electric accessories,11.0,7.0,77.0,Credit Card,Online,2023-02-08,True,February,Wednesday,1,Medium,11.0,0,0,Low
9654,TXN_4632830,Furniture,9.5,6.0,57.0,Credit Card,In-store,2023-05-09,False,May,Tuesday,2,Low,9.5,0,0,Low
9655,TXN_6185003,Electric household essentials,38.0,8.0,304.0,Digital Wallet,In-store,2023-06-30,True,June,Friday,2,High,38.0,1,0,High
9656,TXN_7326338,Food,36.5,4.0,146.0,Credit Card,In-store,2022-04-29,True,April,Friday,2,Medium,36.5,0,0,High
9657,TXN_8692837,Computers and electric accessories,33.5,3.0,100.5,Digital Wallet,In-store,2025-01-02,Unknown,January,Thursday,1,Medium,33.5,0,0,High
9658,TXN_7531230,Computers and electric accessories,33.5,10.0,335.0,Cash,In-store,2024-11-02,Unknown,November,Saturday,4,High,33.5,1,0,High
9659,TXN_6027273,Milk Products,23.0,1.0,23.0,Digital Wallet,In-store,2023-03-20,Unknown,March,Monday,1,Low,23.0,0,0,Medium
9660,TXN_7467487,Butchers,23.0,1.0,23.0,Credit Card,Online,2022-04-04,True,April,Monday,2,Low,23.0,0,0,Medium
9661,TXN_9163817,Butchers,30.5,9.0,274.5,Cash,Online,2022-01-29,Unknown,January,Saturday,1,High,30.5,1,0,High
9662,TXN_1881631,Electric household essentials,38.0,2.0,76.0,Cash,In-store,2022-01-05,Unknown,January,Wednesday,1,Medium,38.0,0,0,High
9663,TXN_6050928,Beverages,12.5,9.0,112.5,Credit Card,In-store,2024-08-20,Unknown,August,Tuesday,3,Medium,12.5,0,0,Low
9664,TXN_8401547,Computers and electric accessories,14.0,8.0,112.0,Cash,In-store,2024-07-22,Unknown,July,Monday,3,Medium,14.0,0,0,Low
9665,TXN_4576759,Butchers,23.0,3.0,69.0,Digital Wallet,Online,2023-10-19,Unknown,October,Thursday,4,Low,23.0,0,0,Medium
9666,TXN_6946214,Butchers,11.0,2.0,22.0,Cash,In-store,2024-02-16,True,February,Friday,1,Low,11.0,0,0,Low
9667,TXN_5092194,Patisserie,33.5,6.0,201.0,Cash,In-store,2023-07-21,Unknown,July,Friday,3,High,33.5,1,0,High
9668,TXN_2839407,Food,11.0,7.0,77.0,Digital Wallet,Online,2022-01-12,False,January,Wednesday,1,Medium,11.0,0,0,Low
9669,TXN_3634960,Food,12.5,6.0,75.0,Digital Wallet,Online,2023-07-29,False,July,Saturday,3,Medium,12.5,0,0,Low
9670,TXN_1759177,Beverages,21.5,6.0,129.0,Digital Wallet,In-store,2023-05-17,False,May,Wednesday,2,Medium,21.5,0,0,Medium
9671,TXN_2443824,Beverages,21.5,8.0,172.0,Cash,Online,2022-01-21,False,January,Friday,1,High,21.5,0,0,Medium
9672,TXN_6147765,Patisserie,14.0,5.0,70.0,Cash,In-store,2022-05-22,Unknown,May,Sunday,2,Medium,14.0,0,0,Low
9673,TXN_7653959,Electric household essentials,29.0,10.0,290.0,Digital Wallet,In-store,2024-10-26,Unknown,October,Saturday,4,High,29.0,1,0,Medium
9674,TXN_4490143,Beverages,20.0,2.0,40.0,Credit Card,In-store,2023-09-27,False,September,Wednesday,3,Low,20.0,0,0,Medium
9675,TXN_8465227,Food,29.0,5.0,145.0,Digital Wallet,In-store,2022-07-03,Unknown,July,Sunday,3,Medium,29.0,0,0,Medium
9676,TXN_1440593,Computers and electric accessories,29.0,6.0,174.0,Digital Wallet,In-store,2022-05-09,True,May,Monday,2,High,29.0,0,0,Medium
9677,TXN_4325085,Computers and electric accessories,12.5,5.0,62.5,Credit Card,Online,2023-09-19,True,September,Tuesday,3,Low,12.5,0,0,Low
9678,TXN_8003213,Butchers,33.5,8.0,268.0,Credit Card,In-store,2023-11-04,True,November,Saturday,4,High,33.5,1,0,High
9679,TXN_3725756,Butchers,6.5,4.0,26.0,Credit Card,In-store,2023-06-22,Unknown,June,Thursday,2,Low,6.5,0,0,Low
9680,TXN_7821667,Milk Products,32.0,6.0,192.0,Cash,In-store,2023-05-19,Unknown,May,Friday,2,High,32.0,0,0,High
9681,TXN_5829041,Food,21.5,1.0,21.5,Credit Card,Online,2023-05-11,Unknown,May,Thursday,2,Low,21.5,0,0,Medium
9682,TXN_5597910,Computers and electric accessories,32.0,5.0,160.0,Digital Wallet,In-store,2022-07-31,True,July,Sunday,3,Medium,32.0,0,0,High
9683,TXN_8367781,Food,23.0,10.0,230.0,Cash,In-store,2022-02-06,Unknown,February,Sunday,1,High,23.0,1,0,Medium
9684,TXN_3277863,Furniture,23.0,7.0,161.0,Credit Card,Online,2022-12-16,False,December,Friday,4,High,23.0,0,0,Medium
9685,TXN_1826372,Patisserie,30.5,3.0,91.5,Credit Card,Online,2024-08-07,Unknown,August,Wednesday,3,Medium,30.5,0,0,High
9686,TXN_9139150,Beverages,6.5,2.0,13.0,Digital Wallet,In-store,2024-03-05,True,March,Tuesday,1,Low,6.5,0,0,Low
9687,TXN_1310419,Food,36.5,1.0,36.5,Digital Wallet,Online,2024-10-09,False,October,Wednesday,4,Low,36.5,0,0,High
9688,TXN_5373878,Butchers,29.0,8.0,232.0,Cash,Online,2024-03-15,True,March,Friday,1,High,29.0,1,0,Medium
9689,TXN_1006129,Milk Products,29.0,8.0,232.0,Digital Wallet,Online,2024-11-05,Unknown,November,Tuesday,4,High,29.0,1,0,Medium
9690,TXN_6698554,Food,15.5,6.0,93.0,Credit Card,In-store,2023-12-06,True,December,Wednesday,4,Medium,15.5,0,0,Low
9691,TXN_8080510,Patisserie,17.0,5.0,85.0,Credit Card,Online,2022-04-22,False,April,Friday,2,Medium,17.0,0,0,Low
9692,TXN_7979491,Furniture,12.5,2.0,25.0,Digital Wallet,Online,2024-08-29,True,August,Thursday,3,Low,12.5,0,0,Low
9693,TXN_3089083,Food,21.5,7.0,150.5,Credit Card,Online,2024-07-04,False,July,Thursday,3,Medium,21.5,0,0,Medium
9694,TXN_7515623,Food,5.0,7.0,35.0,Cash,In-store,2024-07-13,False,July,Saturday,3,Low,5.0,0,0,Low
9695,TXN_1540504,Patisserie,29.0,3.0,87.0,Credit Card,In-store,2024-02-18,Unknown,February,Sunday,1,Medium,29.0,0,0,Medium
9696,TXN_3290344,Beverages,35.0,3.0,105.0,Cash,In-store,2023-11-10,True,November,Friday,4,Medium,35.0,0,0,High
